StockCode,Description,TotalQuantity,AvgQuantity,StdQuantity,FirstSale,LastSale,DaysActive,DailyTurnover
23055,Ivory Chandelier T-Light Holder,561,14.38,31.74,2011-04-19 14:56:00,2011-11-15 17:12:00,210,2.67
23056,Flowers Chandelier T-Light Holder,869,21.2,55.89,2011-04-19 14:56:00,2011-11-23 13:39:00,217,4.0
23057,Gemstone Chandelier T-Light Holder,677,15.39,30.15,2011-04-18 11:10:00,2011-11-16 12:25:00,212,3.19
23058,Christmas Hanging Snowflake,486,11.05,7.29,2011-09-14 09:27:00,2011-12-07 11:42:00,84,5.79
23060,Heart Beaded Trellis Decoration,244,5.95,4.46,2011-04-18 10:41:00,2011-12-07 13:12:00,233,1.05
23061,Vintage Embossed Heart,964,10.59,6.73,2011-04-19 13:57:00,2011-12-06 14:30:00,231,4.17
23064,Cinderella Chandelier,220,10.0,23.07,2011-04-28 13:35:00,2011-11-03 14:32:00,189,1.16
23065,Large Deco Jewellery Stand,257,2.76,5.45,2011-04-15 16:11:00,2011-10-20 12:23:00,187,1.37
23066,Small Deco Jewellery Stand,245,3.22,5.87,2011-04-18 14:01:00,2011-10-07 13:17:00,171,1.43
23067,Hanging Engraved Metal Heart,277,3.55,3.34,2011-04-26 16:45:00,2011-12-07 13:12:00,224,1.24
23068,Aluminium Stamped Heart,805,6.05,7.81,2011-04-18 14:01:00,2011-12-06 11:58:00,231,3.48
23069,Edwardian Photo Frame,89,2.78,1.41,2011-04-26 15:04:00,2011-12-04 13:00:00,221,0.4
23070,Edwardian Heart Photo Frame,147,4.45,2.33,2011-05-04 14:11:00,2011-12-04 13:00:00,213,0.69
23071,Marie Antoienett Trinket Box Gold,317,14.41,32.36,2011-04-20 11:11:00,2011-10-26 13:36:00,189,1.68
23072,Marie Antoinette Trinket Box Silver,326,14.82,36.97,2011-05-08 11:37:00,2011-10-26 13:36:00,171,1.91
23073,Georgian Trinket Box,142,2.37,3.72,2011-04-19 08:17:00,2011-12-01 19:42:00,226,0.63
23074,Embossed Heart Trinket Box,225,6.25,7.53,2011-09-11 13:51:00,2011-12-08 13:50:00,87,2.59
23075,Double Ceramic Parlour Hook,470,5.88,6.97,2011-04-18 14:21:00,2011-12-08 12:07:00,233,2.02
23076,Ice Cream Sundae Lip Gloss,7920,31.81,29.09,2011-03-24 09:44:00,2011-12-08 12:44:00,259,30.58
23077,Doughnut Lip Gloss,9662,31.27,36.64,2011-03-24 08:44:00,2011-12-09 11:59:00,260,37.16
23078,Ice Cream Pen Lip Gloss,6607,31.02,27.87,2011-03-24 10:40:00,2011-12-07 12:11:00,258,25.61
23079,Toadstool Bedside Light,250,2.34,2.53,2011-05-11 13:20:00,2011-12-07 14:43:00,210,1.19
23080,Red Metal Box Top Secret,1003,4.4,10.66,2011-05-11 10:18:00,2011-12-08 19:57:00,211,4.75
23081,Green Metal Box Army Supplies,454,3.91,6.97,2011-05-10 13:33:00,2011-12-08 13:18:00,211,2.15
23082,Set 6 Paper Table Lantern Hearts,2265,8.3,12.42,2011-05-11 11:57:00,2011-12-09 08:59:00,211,10.73
23083,Set 6 Paper Table Lantern Stars,1860,8.73,12.82,2011-05-16 09:57:00,2011-12-08 17:37:00,206,9.03
23084,Rabbit Night Light,27202,32.31,136.39,2011-05-10 14:20:00,2011-12-09 12:31:00,212,128.31
23085,Antique Silver Bauble Lamp,374,4.62,6.26,2011-05-16 12:25:00,2011-12-08 19:28:00,206,1.82
23086,Zinc  Star T-Light Holder,1194,32.27,53.64,2011-05-16 15:47:00,2011-12-05 10:18:00,202,5.91
23087,Zinc  Heart T-Light Holder,830,16.94,20.02,2011-05-13 12:13:00,2011-11-25 14:00:00,196,4.23
23088,Zinc Heart Flower T-Light Holder,760,13.33,5.55,2011-05-13 12:13:00,2011-12-07 12:49:00,208,3.65
23089,Glass Bon Bon Jar,2136,15.48,34.41,2011-05-12 15:17:00,2011-12-07 15:00:00,208,10.27
23090,Vintage Glass T-Light Holder,2130,16.9,22.65,2011-05-16 08:13:00,2011-12-07 13:53:00,205,10.39
23091,Zinc Herb Garden Container,570,2.85,3.21,2011-05-11 09:28:00,2011-11-10 18:04:00,183,3.11
23092,Large Antique White Photo Frame,509,4.04,11.76,2011-05-16 10:43:00,2011-12-08 13:45:00,206,2.47
23093,Small Parisienne Heart Photo Frame,916,7.39,13.48,2011-05-11 12:32:00,2011-12-02 11:16:00,204,4.49
23094,Le Grand Tray Chic Set,147,1.99,1.78,2011-05-11 09:55:00,2011-11-21 12:06:00,194,0.76
23096,Petit Tray Chic,1007,8.46,11.74,2011-05-10 16:00:00,2011-12-05 17:17:00,209,4.82
23099,French Carriage Lantern,132,2.4,1.73,2011-05-16 14:30:00,2011-12-07 14:12:00,204,0.65
23100,Silver Bells Table Decoration,2093,9.43,10.26,2011-05-11 11:57:00,2011-12-08 13:50:00,211,9.92
23101,Silver Stars Table Decoration,1948,9.94,12.01,2011-05-12 12:01:00,2011-12-08 11:43:00,209,9.32
23102,Silver Hearts Table Decoration,1245,8.65,11.06,2011-05-11 11:57:00,2011-12-04 13:00:00,207,6.01
23103,Bell Heart Decoration,3939,11.79,13.29,2011-05-11 12:44:00,2011-12-09 10:51:00,211,18.67
23104,Ivory Pantry Hanging Lamp,116,2.64,3.91,2011-05-11 14:29:00,2011-12-07 13:38:00,209,0.56
23106,Zinc Hearts Plant Pot Holder,283,5.66,3.96,2011-05-13 10:44:00,2011-12-08 12:26:00,209,1.35
23107,White Wire Plant Pot Holder,340,5.57,3.56,2011-05-12 15:21:00,2011-12-08 14:38:00,209,1.63
23108,Set Of 10 Led Dolly Lights,2194,6.2,23.17,2011-05-11 10:18:00,2011-12-08 14:39:00,211,10.4
23109,Led Tea Lights,2325,9.81,14.72,2011-05-11 12:43:00,2011-12-08 13:47:00,211,11.02
23110,Parisienne Key Cabinet,664,3.0,3.44,2011-05-11 10:32:00,2011-12-09 12:00:00,212,3.13
23111,Parisienne Sewing Box,296,2.37,2.43,2011-05-11 13:20:00,2011-12-09 12:09:00,211,1.4
23112,Parisienne Curio Cabinet,472,2.57,2.33,2011-05-11 12:47:00,2011-12-07 15:19:00,210,2.25
23113,Pantry Chopping Board,1138,26.47,117.42,2011-09-16 10:02:00,2011-12-07 15:43:00,82,13.88
23114,Vintage Leaf Chopping Board,144,3.51,5.64,2011-09-30 13:54:00,2011-12-07 08:45:00,67,2.15
23115,Red Apples Chopping Board,147,3.68,5.89,2011-09-30 13:54:00,2011-12-07 14:12:00,68,2.16
23116,Vegetable Garden Chopping Board,72,4.0,8.16,2011-09-30 15:04:00,2011-12-05 14:39:00,65,1.11
23117,Poppy Fields Chopping Board,85,2.18,1.5,2011-09-30 13:54:00,2011-12-06 14:23:00,67,1.27
23118,Parisienne Jewellery Drawer,765,3.4,7.21,2011-05-10 15:05:00,2011-12-09 09:45:00,212,3.61
23119,Pack Of 6 Large Fruit Straws,2156,18.43,33.72,2011-06-17 08:57:00,2011-12-05 17:17:00,171,12.61
23120,Pack Of 6 Small Fruit Straws,1648,17.91,42.18,2011-06-17 12:22:00,2011-12-06 12:21:00,171,9.64
23121,Pack Of 6 Cocktail Parasol Straws,2465,25.68,56.13,2011-06-17 12:22:00,2011-12-06 12:21:00,171,14.42
23122,Party Charms 50 Pieces,2093,21.14,63.14,2011-06-17 11:38:00,2011-12-09 11:34:00,174,12.03
23123,Cocktail Swords 50 Pieces,900,13.04,24.67,2011-06-17 11:38:00,2011-12-08 13:50:00,174,5.17
23124,18Pc Wooden Cutlery Set Disposable,503,20.96,33.49,2011-06-17 13:17:00,2011-10-11 13:49:00,116,4.34
23125,6Pc Wood Plate Set Disposable,405,25.31,73.37,2011-06-17 14:46:00,2011-11-27 14:50:00,163,2.48
23126,Dollcraft Girl Amelie Kit,1089,3.92,4.64,2011-03-02 16:26:00,2011-12-09 12:20:00,281,3.88
23127,Dollcraft Girl Nicole,714,3.86,3.98,2011-03-02 16:26:00,2011-12-09 08:59:00,281,2.54
23128,Feltcraft Boy Jean-Paul Kit,436,3.3,3.94,2011-03-03 13:45:00,2011-12-08 12:50:00,279,1.56
23129,Heart Shaped Holly Wreath,942,5.71,8.78,2011-05-18 15:39:00,2011-12-05 17:17:00,201,4.69
23130,Mistletoe Heart Wreath Green,918,5.5,7.82,2011-05-01 11:55:00,2011-12-04 14:45:00,217,4.23
23131,Mistletoe Heart Wreath Cream,894,8.13,24.11,2011-04-26 16:45:00,2011-12-08 19:29:00,226,3.96
23132,Small Ivory Heart Wall Organiser,1022,7.1,19.13,2011-04-19 16:52:00,2011-12-08 20:01:00,233,4.39
23133,Large Ivory Heart Wall Organiser,759,5.66,16.07,2011-04-20 13:18:00,2011-12-08 18:25:00,232,3.27
23134,Large Zinc Heart Wall Organiser,1064,28.76,72.03,2011-04-20 13:18:00,2011-09-18 14:56:00,151,7.05
23135,Small Zinc Heart Wall Organiser,1538,36.62,89.43,2011-04-19 16:52:00,2011-12-08 18:25:00,233,6.6
23136,Ivory Wire Sweetheart Letter Tray,127,2.89,2.22,2011-04-21 10:19:00,2011-12-06 12:45:00,229,0.55
23137,Zinc Wire Sweetheart Letter Tray,80,4.0,5.2,2011-04-21 16:53:00,2011-12-07 11:48:00,229,0.35
23138,Single Wire Hook Ivory Heart,875,10.94,27.93,2011-04-21 10:19:00,2011-11-22 15:45:00,215,4.07
23139,Single Wire Hook Pink Heart,407,16.96,49.98,2011-04-21 10:19:00,2011-12-07 14:34:00,230,1.77
23140,Triple Wire Hook Ivory Heart,160,4.57,5.0,2011-04-19 16:52:00,2011-11-13 14:09:00,207,0.77
23141,Triple Wire Hook Pink Heart,68,3.78,3.42,2011-04-19 16:52:00,2011-12-09 08:39:00,233,0.29
23142,Ivory Wire Kitchen Organiser,116,3.22,7.84,2011-04-21 10:19:00,2011-11-27 13:29:00,220,0.53
23143,Zinc Wire Kitchen Organiser,25,2.08,1.31,2011-05-04 13:17:00,2011-12-09 10:46:00,218,0.11
23144,Zinc T-Light Holder Stars Small,4894,20.56,30.47,2011-04-21 09:36:00,2011-12-08 14:38:00,231,21.19
23145,Zinc T-Light Holder Star Large,2054,13.6,12.27,2011-04-21 10:52:00,2011-12-09 12:31:00,232,8.85
23146,Triple Hook Antique Ivory Rose,781,3.6,3.32,2011-04-19 13:49:00,2011-12-05 13:10:00,229,3.41
23147,Single Antique Rose Hook Ivory,1845,7.24,5.09,2011-04-21 08:43:00,2011-12-08 14:38:00,231,7.99
23148,Miniature Antique Rose Hook Ivory,2118,8.68,6.51,2011-04-21 08:43:00,2011-12-08 14:39:00,231,9.17
23149,Antique Ivory Wire Bowl Small,97,5.11,2.51,2011-05-03 11:34:00,2011-11-29 13:06:00,210,0.46
23150,Ivory Sweetheart Soap Dish,139,3.48,2.33,2011-04-21 10:19:00,2011-12-05 15:43:00,228,0.61
23151,Zinc Sweetheart Soap Dish,60,3.0,2.71,2011-05-05 13:14:00,2011-12-09 10:46:00,217,0.28
23152,Ivory Sweetheart Wire Letter Rack,545,3.59,4.59,2011-04-20 11:19:00,2011-12-04 12:52:00,228,2.39
23153,Zinc Sweetheart Wire Letter Rack,248,3.18,2.86,2011-04-18 14:32:00,2011-12-08 15:02:00,234,1.06
23154,Set Of 4 Jam Jar Magnets,2472,10.84,19.27,2011-03-25 11:01:00,2011-12-07 15:16:00,257,9.62
23155,Knickerbockerglory Magnet Assorted,2106,18.64,19.96,2011-03-25 11:01:00,2011-12-08 15:31:00,258,8.16
23156,Set Of 5 Mini Grocery Magnets,1638,8.58,15.62,2011-03-25 11:01:00,2011-12-08 15:31:00,258,6.35
23157,Set Of 6 Nativity Magnets,2783,18.07,38.67,2011-03-31 13:40:00,2011-11-29 12:14:00,242,11.5
23158,Set Of 5 Lucky Cat Magnets,2538,13.43,21.46,2011-03-25 14:50:00,2011-12-08 15:31:00,258,9.84
23159,Set Of 5 Pancake Day Magnets,2283,11.3,18.88,2011-03-25 11:01:00,2011-11-28 15:34:00,248,9.21
23160,Regency Tea Spoon,1404,23.02,25.42,2011-05-03 10:43:00,2011-11-25 14:02:00,206,6.82
23161,Regency Cake Fork,1608,23.65,26.96,2011-05-03 10:43:00,2011-11-29 09:42:00,209,7.69
23162,Regency Tea Strainer,1362,9.59,13.54,2011-04-27 14:48:00,2011-12-05 17:17:00,222,6.14
23163,Regency Sugar Tongs,1714,12.79,14.9,2011-04-27 12:49:00,2011-12-08 09:55:00,224,7.65
23164,Regency Cake Slice,564,7.05,10.47,2011-05-03 10:43:00,2011-12-04 15:18:00,215,2.62
23165,Large Ceramic Top Storage Jar,2954,13.13,19.16,2011-05-12 10:10:00,2011-12-09 08:48:00,210,14.07
23166,Medium Ceramic Top Storage Jar,77916,393.52,5273.0,2011-01-18 10:01:00,2011-12-09 08:48:00,324,240.48
23167,Small Ceramic Top Storage Jar,5666,30.79,107.59,2011-05-11 14:14:00,2011-12-09 12:00:00,211,26.85
23168,Classic Sugar Dispenser,2850,12.78,15.96,2011-05-12 08:42:00,2011-12-09 12:00:00,211,13.51
23169,Classic Glass Sweet Jar,1453,5.48,5.82,2011-05-12 10:10:00,2011-12-06 17:49:00,208,6.99
23170,Regency Tea Plate Roses,6575,19.98,47.26,2011-05-10 10:34:00,2011-12-08 19:55:00,212,31.01
23171,Regency Tea Plate Green,5966,22.01,62.69,2011-05-10 10:34:00,2011-12-08 19:55:00,212,28.14
23172,Regency Tea Plate Pink,3688,16.46,17.38,2011-05-10 10:34:00,2011-12-08 19:55:00,212,17.4
23173,Regency Teapot Roses,2666,7.39,35.21,2011-05-10 10:34:00,2011-12-09 10:20:00,212,12.58
23174,Regency Sugar Bowl Green,2956,10.99,48.6,2011-05-10 10:34:00,2011-12-07 15:43:00,211,14.01
23175,Regency Milk Jug Pink,3066,11.23,48.29,2011-05-10 10:34:00,2011-12-06 14:52:00,210,14.6
23176,Abc Treasure Book Box,2090,11.06,34.01,2011-03-02 12:10:00,2011-12-08 10:33:00,280,7.46
23177,Treasure Island Book Box,2431,11.05,43.86,2011-03-02 12:10:00,2011-12-05 13:11:00,278,8.74
23178,Jam Clock Magnet,312,5.47,9.34,2011-03-03 15:02:00,2011-12-09 09:07:00,280,1.11
23179,Clock Magnet Mum'S Kitchen,304,7.6,12.25,2011-03-03 15:02:00,2011-12-08 15:31:00,280,1.09
23180,Mum'S Kitchen Clock,104,2.89,2.08,2011-03-04 09:46:00,2011-12-08 19:24:00,279,0.37
23181,Bull Dog Bottle Top Wall Clock,185,2.68,2.4,2011-03-08 09:23:00,2011-12-01 12:13:00,268,0.69
23182,Toilet Sign Occupied Or Vacant,3414,12.79,14.01,2011-03-01 17:32:00,2011-12-09 12:00:00,282,12.11
23183,Mother'S Kitchen Spoon Rest,178,3.02,2.04,2011-03-03 15:02:00,2011-11-24 13:56:00,265,0.67
23184,Bull Dog Bottle Opener,778,3.91,5.54,2011-03-06 10:05:00,2011-12-09 08:48:00,277,2.81
23185,French Style Storage Jar Jam,323,10.09,8.11,2011-03-04 14:42:00,2011-12-06 13:42:00,276,1.17
23186,French Style Storage Jar Cafe,1982,27.92,38.68,2011-03-08 17:23:00,2011-12-07 08:45:00,273,7.26
23187,French Style Storage Jar Bonbons,2338,31.17,25.44,2011-03-08 12:05:00,2011-11-03 16:56:00,240,9.74
23188,Vintage  2 Meter Folding Ruler,3098,10.76,13.4,2011-06-14 09:43:00,2011-12-08 14:15:00,177,17.5
23189,Set Of 12 Fork Candles,1215,10.66,14.72,2011-08-03 15:38:00,2011-12-08 13:50:00,126,9.64
23190,Bundle Of 3 School Exercise Books,1678,9.32,13.37,2011-05-09 16:35:00,2011-12-09 11:34:00,213,7.88
23191,Bundle Of 3 Retro Note Books,2176,8.47,9.85,2011-05-10 08:58:00,2011-12-08 15:09:00,212,10.26
23192,Bundle Of 3 Alphabet Exercise Books,3286,10.14,17.11,2011-05-11 10:47:00,2011-12-08 12:07:00,211,15.57
23193,Buffalo Bill Treasure Book Box,1855,12.97,48.36,2011-03-02 12:10:00,2011-12-09 11:34:00,281,6.6
23194,Gymkhanna Treasure Book Box,1754,9.91,33.62,2011-03-02 12:10:00,2011-12-09 11:34:00,281,6.24
23196,Retro Leaves Magnetic Notepad,1760,7.24,9.14,2011-06-23 11:51:00,2011-12-08 14:38:00,168,10.48
23197,Sketchbook Magnetic Shopping List,1368,7.35,11.29,2011-06-23 11:51:00,2011-12-09 12:00:00,169,8.09
23198,Pantry Magnetic  Shopping List,3067,7.95,10.67,2011-06-22 14:24:00,2011-12-09 08:48:00,169,18.15
23199,Jumbo Bag Apples,13887,19.13,40.55,2011-04-11 16:47:00,2011-12-09 12:19:00,241,57.62
23200,Jumbo Bag Pears,6733,14.12,26.55,2011-05-08 11:21:00,2011-12-07 14:52:00,213,31.61
23201,Jumbo Bag Alphabet,12540,16.48,33.72,2011-04-11 16:47:00,2011-12-09 12:19:00,241,52.03
23202,Jumbo Bag Vintage Leaf,10716,13.7,24.38,2011-05-08 11:41:00,2011-12-08 15:23:00,214,50.07
23203,Jumbo Bag Doiley Patterns,19516,17.77,37.19,2011-05-08 11:34:00,2011-12-09 09:38:00,214,91.2
23204,Charlotte Bag Apples Design,7039,16.48,29.71,2011-04-11 16:47:00,2011-12-09 10:10:00,241,29.21
23205,Charlotte Bag Vintage Alphabet,5152,14.76,27.04,2011-04-11 16:47:00,2011-12-09 12:16:00,241,21.38
23206,Lunch Bag Apple Design,11565,12.92,23.7,2011-04-11 16:47:00,2011-12-08 17:54:00,241,47.99
23207,Lunch Bag Alphabet Design,7554,11.26,25.12,2011-04-11 16:47:00,2011-12-09 09:38:00,241,31.34
23208,Lunch Bag Vintage Leaf Design,6225,10.12,15.05,2011-04-12 09:49:00,2011-12-08 15:09:00,240,25.94
23209,Lunch Bag Doiley Pattern,13004,12.64,18.7,2011-05-08 11:08:00,2011-12-08 17:54:00,214,60.77
23210,White Rocking Horse Hand Painted,2803,16.59,23.1,2011-06-02 09:04:00,2011-12-09 10:51:00,190,14.75
23211,Red Rocking Horse Hand Painted,2208,18.4,26.72,2011-06-02 09:37:00,2011-12-08 12:07:00,189,11.68
23212,Heart Wreath Decoration With Bell,2179,14.15,23.5,2011-06-02 09:04:00,2011-12-08 15:41:00,189,11.53
23213,Star Wreath Decoration With Bell,1595,12.76,19.16,2011-06-02 09:04:00,2011-12-08 15:41:00,189,8.44
23214,Jingle Bell Heart Antique Gold,777,7.93,7.48,2011-06-01 12:19:00,2011-12-08 12:07:00,189,4.11
23215,Jingle Bell Heart Antique Silver,3547,17.47,54.95,2011-06-01 12:19:00,2011-12-09 12:16:00,190,18.67
23216,Laurel Heart Antique Gold,518,12.63,22.67,2011-06-02 09:37:00,2011-12-06 14:23:00,187,2.77
23217,Laurel Heart Antique Silver,1290,15.0,26.44,2011-06-02 09:37:00,2011-12-06 15:10:00,187,6.9
23218,Laurel Star Antique Gold,372,11.27,14.9,2011-07-18 11:55:00,2011-12-01 19:42:00,136,2.74
23219,Laurel Star Antique Silver,404,7.77,7.56,2011-06-02 09:04:00,2011-12-06 15:10:00,187,2.16
23220,Reindeer Heart Decoration Gold,930,11.77,17.63,2011-06-09 13:09:00,2011-12-08 12:07:00,181,5.14
23221,Reindeer Heart Decoration Silver,1461,12.82,15.85,2011-06-02 09:04:00,2011-12-08 12:07:00,189,7.73
23222,Christmas Tree Hanging Gold,776,11.76,18.2,2011-06-23 09:38:00,2011-12-08 15:41:00,168,4.62
23223,Christmas Tree Hanging Silver,747,10.67,9.35,2011-06-23 09:38:00,2011-12-08 13:59:00,168,4.45
23224,Cherub Heart Decoration Gold,719,12.19,19.56,2011-06-02 09:04:00,2011-12-08 12:07:00,189,3.8
23225,Cherub Heart Decoration Silver,1297,18.53,29.18,2011-06-02 09:37:00,2011-12-05 17:17:00,186,6.97
23226,Filigree Heart Daisy White,1199,16.65,11.87,2011-05-31 12:11:00,2011-12-05 12:30:00,188,6.38
23227,Filigree Heart Butterfly White,1592,18.3,18.94,2011-05-26 12:00:00,2011-12-08 17:54:00,196,8.12
23228,Filigree Heart Bird White,1397,17.68,20.22,2011-05-26 10:25:00,2011-12-08 12:07:00,196,7.13
23229,Vintage Donkey Tail Game,1804,8.24,14.96,2011-06-14 12:09:00,2011-12-09 12:16:00,178,10.13
23230,Wrap Alphabet Design,7950,34.12,35.73,2011-01-13 11:48:00,2011-12-08 14:14:00,329,24.16
23231,Wrap Doiley Design,7225,28.11,19.52,2011-01-12 15:06:00,2011-12-08 14:14:00,329,21.96
23232,Wrap Vintage Petals  Design,8626,35.5,48.24,2011-01-17 12:31:00,2011-12-08 12:54:00,325,26.54
23233,Wrap Poppies  Design,5175,32.55,49.9,2011-01-16 13:18:00,2011-12-08 11:25:00,325,15.92
23234,Biscuit Tin Vintage Christmas,1851,7.84,20.16,2011-06-14 12:24:00,2011-12-08 15:37:00,177,10.46
23235,Storage Tin Vintage Leaf,729,7.36,12.16,2011-06-08 12:44:00,2011-12-09 08:39:00,183,3.98
23236,Doiley Storage Tin,2459,8.31,16.58,2011-06-08 12:44:00,2011-12-08 15:31:00,183,13.44
23237,Set Of 4 Knick Knack Tins Leaves,1044,6.14,10.13,2011-06-08 13:35:00,2011-12-09 12:09:00,183,5.7
23238,Set Of 4 Knick Knack Tins London,1788,7.33,12.97,2011-06-07 14:03:00,2011-12-09 12:09:00,184,9.72
23239,Set Of 4 Knick Knack Tins Poppies,823,5.05,8.51,2011-06-08 12:44:00,2011-12-09 08:39:00,183,4.5
23240,Set Of 4 Knick Knack Tins Doiley,4103,8.24,17.11,2011-06-07 13:10:00,2011-12-09 08:48:00,184,22.3
23241,Treasure Tin Gymkhana Design,2024,6.86,15.47,2011-06-08 12:49:00,2011-12-08 12:07:00,182,11.12
23242,Treasure Tin Buffalo Bill,1436,7.33,16.97,2011-06-08 12:49:00,2011-12-07 14:43:00,182,7.89
23243,Set Of Tea Coffee Sugar Tins Pantry,4663,11.99,76.15,2011-06-08 08:12:00,2011-12-09 08:48:00,184,25.34
23244,Round Storage Tin Vintage Leaf,925,8.81,14.97,2011-06-08 13:35:00,2011-12-07 08:45:00,181,5.11
23245,Set Of 3 Regency Cake Tins,5856,8.06,27.45,2011-06-08 12:02:00,2011-12-09 12:08:00,184,31.83
23247,Biscuit Tin 50'S Christmas,2060,7.44,16.48,2011-06-08 13:09:00,2011-12-08 15:37:00,183,11.26
23249,Vintage Red Enamel Trim Plate,802,11.62,12.21,2011-06-14 10:00:00,2011-12-07 13:46:00,176,4.56
23250,Vintage Red Trim Enamel Bowl,1103,12.39,11.66,2011-06-14 10:00:00,2011-12-08 13:36:00,177,6.23
23251,Vintage Red Enamel Trim Mug,1646,15.98,20.8,2011-06-14 10:00:00,2011-12-09 09:08:00,177,9.3
23252,Vintage Red Enamel Trim Jug,590,4.61,6.22,2011-06-12 12:00:00,2011-12-08 13:50:00,179,3.3
23253,16 Piece Cutlery Set Pantry Design,214,4.55,6.47,2011-04-21 13:29:00,2011-12-08 12:50:00,230,0.93
23254,Childrens Cutlery Dolly Girl,1664,5.86,13.92,2011-04-07 11:30:00,2011-12-09 12:50:00,246,6.76
23255,Childrens Cutlery Circus Parade,963,6.69,13.79,2011-04-10 12:53:00,2011-12-09 12:50:00,242,3.98
23256,Childrens Cutlery Spaceboy,2018,6.12,11.86,2011-04-07 11:30:00,2011-12-09 12:50:00,246,8.2
23263,Set Of 3 Wooden Heart Decorations,3747,8.69,9.79,2011-06-02 14:15:00,2011-12-08 13:59:00,188,19.93
23264,Set Of 3 Wooden Sleigh Decorations,1845,6.91,6.39,2011-06-12 11:04:00,2011-12-08 13:59:00,179,10.31
23265,Set Of 3 Wooden Tree Decorations,1680,6.22,5.98,2011-06-12 11:04:00,2011-12-08 15:41:00,179,9.39
23266,Set Of 3 Wooden Stocking Decoration,1975,6.65,6.4,2011-06-12 11:04:00,2011-12-08 14:38:00,179,11.03
23267,Set Of 4 Santa Place Settings,1158,12.32,12.48,2011-06-23 13:51:00,2011-12-08 13:59:00,168,6.89
23268,Set Of 2 Ceramic Christmas Reindeer,1627,20.34,51.44,2011-06-12 11:47:00,2011-11-20 11:09:00,160,10.17
23269,Set Of 2 Ceramic Christmas Trees,755,9.56,13.07,2011-06-12 11:47:00,2011-12-08 17:54:00,179,4.22
23270,Set Of 2 Ceramic Painted Hearts,1262,10.02,20.7,2011-06-02 19:50:00,2011-12-09 10:51:00,189,6.68
23271,Christmas Table Candle Silver Spike,1622,20.79,19.9,2011-06-13 15:44:00,2011-12-07 15:52:00,177,9.16
23272,Tree T-Light Holder Willie Winkie,352,10.06,6.13,2011-06-22 11:30:00,2011-12-09 08:39:00,169,2.08
23273,Heart T-Light Holder Willie Winkie,928,9.47,5.69,2011-06-05 14:06:00,2011-12-06 14:50:00,184,5.04
23274,Star T-Light Holder Willie Winkie,1142,11.2,12.65,2011-06-05 14:06:00,2011-12-09 10:51:00,186,6.14
23275,Set Of 3 Hanging Owls Ollie Beak,3642,12.78,28.13,2011-06-02 12:37:00,2011-12-09 12:49:00,190,19.17
23280,Folding Butterfly Mirror Hot Pink,1995,14.78,29.46,2011-05-09 16:35:00,2011-12-08 18:51:00,213,9.37
23281,Folding Butterfly Mirror Red,1270,13.51,31.39,2011-05-10 14:20:00,2011-12-08 18:51:00,212,5.99
23282,Folding Butterfly Mirror Ivory,753,7.24,10.65,2011-05-09 16:35:00,2011-12-05 17:17:00,210,3.59
23283,Doormat Vintage Leaves Design,967,4.63,10.16,2011-04-27 13:06:00,2011-12-08 19:29:00,225,4.3
23284,Doormat Keep Calm And Come In,5342,8.16,28.87,2011-04-27 12:57:00,2011-12-08 16:38:00,225,23.74
23285,Pink Vintage Spot Beaker,4679,35.45,181.47,2011-06-12 13:17:00,2011-12-02 14:26:00,173,27.05
23286,Blue Vintage Spot Beaker,4901,29.88,156.36,2011-06-12 13:12:00,2011-12-07 14:43:00,178,27.53
23287,Red Vintage Spot Beaker,1782,11.96,18.56,2011-06-13 16:33:00,2011-12-06 11:39:00,175,10.18
23288,Green Vintage Spot Beaker,4505,33.37,179.38,2011-06-12 13:17:00,2011-12-05 14:25:00,176,25.6
23289,Dolly Girl Childrens Bowl,1553,10.94,20.68,2011-06-13 16:33:00,2011-12-07 17:05:00,177,8.77
23290,Spaceboy Childrens Bowl,2367,13.6,27.66,2011-06-13 16:33:00,2011-12-08 14:39:00,177,13.37
23291,Dolly Girl Childrens Cup,1549,10.61,20.54,2011-06-13 16:33:00,2011-12-08 14:39:00,177,8.75
23292,Space Boy Childrens Cup,2082,12.54,22.59,2011-06-13 16:33:00,2011-12-08 15:03:00,177,11.76
23293,Set Of 12 Fairy Cake Baking Cases,8243,17.35,37.04,2011-07-12 15:56:00,2011-12-09 12:19:00,149,55.32
23294,Set Of 6 Snack Loaf Baking Cases,4292,14.21,33.84,2011-07-12 15:56:00,2011-12-07 16:47:00,148,29.0
23295,Set Of 12 Mini Loaf Baking Cases,5963,16.12,35.67,2011-07-12 15:56:00,2011-12-08 19:57:00,149,40.02
23296,Set Of 6 Tea Time Baking Cases,4879,15.06,34.08,2011-07-12 15:56:00,2011-12-08 19:57:00,149,32.74
23297,Set 40 Heart Shape Petit Four Cases,4260,30.0,65.5,2011-07-12 15:56:00,2011-11-22 16:47:00,133,32.03
23298,Spotty Bunting,7785,7.6,16.58,2011-05-04 13:57:00,2011-12-09 12:16:00,218,35.71
23299,Food Cover With Beads Set 2,983,7.93,12.66,2011-05-04 13:57:00,2011-11-29 12:06:00,208,4.73
23300,Gardeners Kneeling Pad Cup Of Tea,6303,9.71,32.19,2011-05-15 11:43:00,2011-12-09 09:08:00,207,30.45
23301,Gardeners Kneeling Pad Keep Calm,7740,10.08,17.3,2011-05-15 11:43:00,2011-12-09 11:26:00,207,37.39
